facility_group,risk_clean,code_era,violation_number,violation_title,n_failed_inspections
Bakery,Risk 2 (Medium),2018_code,51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,58
Childcare / Daycare,Risk 1 (High),pre_2018_code,31,CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES,58
Grocery Store,Risk 2 (Medium),2018_code,22,PROPER COLD HOLDING TEMPERATURES,58
Bar / Tavern / Liquor,Risk 3 (Low),2018_code,48,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS",57
Bar / Tavern / Liquor,Risk 3 (Low),2018_code,3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING",57
Mobile Food,Risk 2 (Medium),2018_code,50,HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE,57
Childcare / Daycare,Risk 1 (High),2018_code,59,PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED,57
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,37,TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS,57
Catering / Banquet,Risk 1 (High),pre_2018_code,36,"LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED",57
School,Risk 1 (High),pre_2018_code,37,TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS,57
Restaurant,Risk 1 (High),2018_code,13,"FOOD IN GOOD CONDITION, SAFE, & UNADULTERATED",57
School,Risk 1 (High),2018_code,16,FOOD-CONTACT SURFACES: CLEANED & SANITIZED,57
Bar / Tavern / Liquor,Risk 3 (Low),2018_code,51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,56
School,Risk 2 (Medium),pre_2018_code,38,VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED,56
Mobile Food,Risk 2 (Medium),2018_code,38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT",56
Grocery Store,Risk 3 (Low),pre_2018_code,16,"FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION",56
Long Term Care / Health,Risk 1 (High),pre_2018_code,19,"OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED",56
Bakery,Risk 1 (High),2018_code,5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS,55
Wholesale / Warehouse / Commissary,Risk 3 (Low),pre_2018_code,18,"NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS",55
Grocery Store,Risk 2 (Medium),pre_2018_code,70,NO SMOKING REGULATIONS,55
School,Risk 1 (High),pre_2018_code,31,CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES,55
Childcare / Daycare,Risk 1 (High),2018_code,52,SEWAGE & WASTE WATER PROPERLY DISPOSED,55
School,Risk 1 (High),pre_2018_code,13,"NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS",54
School,Risk 1 (High),2018_code,52,SEWAGE & WASTE WATER PROPERLY DISPOSED,54
Mobile Food,Risk 3 (Low),pre_2018_code,2,FACILITIES TO MAINTAIN PROPER TEMPERATURE,54
Bakery,Risk 1 (High),2018_code,60,PREVIOUS CORE VIOLATION CORRECTED,54
Grocery Store,Risk 2 (Medium),2018_code,52,SEWAGE & WASTE WATER PROPERLY DISPOSED,54
Mobile Food,Risk 2 (Medium),2018_code,5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS,54
Restaurant,Risk 2 (Medium),2018_code,44,"UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED",54
Grocery Store,Risk 2 (Medium),2018_code,40,PERSONAL CLEANLINESS,54
Grocery Store,Risk 1 (High),pre_2018_code,42,APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN,53
Bakery,Risk 1 (High),2018_code,39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY",52
Wholesale / Warehouse / Commissary,Risk 3 (Low),pre_2018_code,35,"WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS",52
Childcare / Daycare,Risk 1 (High),2018_code,22,PROPER COLD HOLDING TEMPERATURES,52
Grocery Store,Risk 2 (Medium),2018_code,23,PROPER DATE MARKING AND DISPOSITION,52
Grocery Store,Risk 1 (High),pre_2018_code,8,"SANITIZING RINSE FOR EQUIPMENT AND UTENSILS: CLEAN, PROPER TEMPERATURE, CONCENTRATION, EXPOSURE TIME",51
Bar / Tavern / Liquor,Risk 3 (Low),2018_code,53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED",51
Bakery,Risk 1 (High),2018_code,57,ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING,51
Long Term Care / Health,Risk 1 (High),2018_code,48,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS",51
Grocery Store,Risk 2 (Medium),2018_code,59,PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED,51
Grocery Store,Risk 3 (Low),pre_2018_code,3,"POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE",51
Grocery Store,Risk 3 (Low),pre_2018_code,13,"NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS",51
Grocery Store,Risk 3 (Low),2018_code,61,SUMMARY REPORT DISPLAYED AND VISIBLE TO THE PUBLIC,50
Grocery Store,Risk 1 (High),2018_code,50,HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE,50
Grocery Store,Risk 1 (High),2018_code,43,IN-USE UTENSILS: PROPERLY STORED,50
Bakery,Risk 2 (Medium),pre_2018_code,29,PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090,50
Long Term Care / Health,Risk 1 (High),2018_code,54,GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED,50
School,Risk 2 (Medium),2018_code,10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE,50
Grocery Store,Risk 2 (Medium),2018_code,50,HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE,50
School,Risk 1 (High),pre_2018_code,12,"HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA",49
Restaurant,Risk 1 (High),pre_2018_code,17,POTENTIALLY HAZARDOUS FOOD PROPERLY THAWED,49
Bakery,Risk 1 (High),2018_code,3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING",49
Grocery Store,Risk 2 (Medium),pre_2018_code,14,"PREVIOUS SERIOUS VIOLATION CORRECTED, 7-42-090",48
Restaurant,Risk 2 (Medium),pre_2018_code,70,NO SMOKING REGULATIONS,48
Bakery,Risk 2 (Medium),2018_code,2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE,48
Grocery Store,Risk 3 (Low),2018_code,59,PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED,48
Wholesale / Warehouse / Commissary,Risk 3 (Low),pre_2018_code,34,"FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED",48
Grocery Store,Risk 1 (High),2018_code,25,CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD,48
School,Risk 1 (High),2018_code,22,PROPER COLD HOLDING TEMPERATURES,48
Restaurant,Risk 1 (High),2018_code,20,PROPER COOLING TIME AND TEMPERATURE,48
School,Risk 1 (High),pre_2018_code,30,"FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED",48
Long Term Care / Health,Risk 1 (High),pre_2018_code,16,"FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION",48
Childcare / Daycare,Risk 1 (High),pre_2018_code,3,"POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE",47
Grocery Store,Risk 2 (Medium),2018_code,45,SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED,47
Wholesale / Warehouse / Commissary,Risk 2 (Medium),pre_2018_code,34,"FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED",47
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,16,"FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION",47
Long Term Care / Health,Risk 1 (High),2018_code,60,PREVIOUS CORE VIOLATION CORRECTED,47
Bakery,Risk 1 (High),2018_code,48,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS",47
Grocery Store,Risk 3 (Low),pre_2018_code,70,NO SMOKING REGULATIONS,46
Mobile Food,Risk 3 (Low),pre_2018_code,38,VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED,46
Mobile Food,Risk 2 (Medium),2018_code,55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN",46
School,Risk 1 (High),2018_code,33,PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL,45
Restaurant,Risk 3 (Low),2018_code,55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN",45
Grocery Store,Risk 1 (High),pre_2018_code,1,"SOURCE SOUND CONDITION, NO SPOILAGE, FOODS PROPERLY LABELED, SHELLFISH TAGS IN PLACE",45
Bakery,Risk 1 (High),2018_code,58,ALLERGEN TRAINING AS REQUIRED,45
Mobile Food,Risk 3 (Low),pre_2018_code,30,"FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED",45
Grocery Store,Risk 3 (Low),pre_2018_code,14,"PREVIOUS SERIOUS VIOLATION CORRECTED, 7-42-090",45
Bakery,Risk 2 (Medium),pre_2018_code,21,* CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED,45
School,Risk 1 (High),pre_2018_code,16,"FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION",44
Restaurant,Risk 2 (Medium),2018_code,8,HANDS CLEAN & PROPERLY WASHED,44
Bakery,Risk 2 (Medium),2018_code,39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY",44
Bakery,Risk 1 (High),pre_2018_code,16,"FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION",43
Restaurant,Risk 3 (Low),2018_code,38,"INSECTS, RODENTS, & ANIMALS NOT PRESENT",43
Catering / Banquet,Risk 1 (High),2018_code,51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,43
School,Risk 1 (High),2018_code,44,"UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED",43
Wholesale / Warehouse / Commissary,Risk 2 (Medium),pre_2018_code,35,"WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS",43
Bakery,Risk 2 (Medium),pre_2018_code,16,"FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION",43
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,24,"DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED",43
Grocery Store,Risk 3 (Low),2018_code,2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE,42
Grocery Store,Risk 3 (Low),pre_2018_code,10,"SEWAGE AND WASTE WATER DISPOSAL, NO BACK SIPHONAGE, CROSS CONNECTION AND/OR BACK FLOW",42
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,19,"OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED",42
Grocery Store,Risk 3 (Low),pre_2018_code,30,"FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED",41
Long Term Care / Health,Risk 1 (High),2018_code,1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",41
School,Risk 2 (Medium),pre_2018_code,41,"PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING EQUIPMENT PROPERLY STORED",41
Convenience / Gas Station,Risk 3 (Low),pre_2018_code,18,"NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS",40
Mobile Food,Risk 2 (Medium),pre_2018_code,32,"FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED",40
Restaurant,Risk 1 (High),pre_2018_code,7,WASH AND RINSE WATER: CLEAN AND PROPER TEMPERATURE,40
Mobile Food,Risk 3 (Low),pre_2018_code,32,"FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED",40
Bakery,Risk 2 (Medium),pre_2018_code,45,FOOD HANDLER REQUIREMENTS MET,39
Wholesale / Warehouse / Commissary,Risk 2 (Medium),pre_2018_code,38,VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED,39
Long Term Care / Health,Risk 1 (High),pre_2018_code,3,"POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE",39
Long Term Care / Health,Risk 1 (High),2018_code,22,PROPER COLD HOLDING TEMPERATURES,39
Restaurant,Risk 2 (Medium),2018_code,25,CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD,39
Grocery Store,Risk 1 (High),pre_2018_code,6,"HANDS WASHED AND CLEANED, GOOD HYGIENIC PRACTICES; NO BARE HAND CONTACT WITH READY-TO-EAT FOODS.",39
Restaurant,Risk 1 (High),2018_code,11,FOOD OBTAINED FROM APPROVED SOURCE,39
School,Risk 1 (High),2018_code,37,FOOD PROPERLY LABELED; ORIGINAL CONTAINER,39
Bakery,Risk 1 (High),pre_2018_code,40,REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS,39
Mobile Food,Risk 3 (Low),pre_2018_code,9,"WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE",39
Catering / Banquet,Risk 1 (High),2018_code,56,ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED,38
Grocery Store,Risk 1 (High),pre_2018_code,9,"WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE",38
Mobile Food,Risk 2 (Medium),2018_code,33,PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL,38
Wholesale / Warehouse / Commissary,Risk 2 (Medium),pre_2018_code,18,"NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS",37
Convenience / Gas Station,Risk 3 (Low),pre_2018_code,34,"FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED",37
Long Term Care / Health,Risk 1 (High),2018_code,39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY",37
Wholesale / Warehouse / Commissary,Risk 3 (Low),pre_2018_code,38,VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED,37
School,Risk 1 (High),2018_code,45,SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED,37
Long Term Care / Health,Risk 1 (High),pre_2018_code,29,PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090,37
Long Term Care / Health,Risk 1 (High),2018_code,37,FOOD PROPERLY LABELED; ORIGINAL CONTAINER,37
Grocery Store,Risk 2 (Medium),pre_2018_code,1,"SOURCE SOUND CONDITION, NO SPOILAGE, FOODS PROPERLY LABELED, SHELLFISH TAGS IN PLACE",37
Bakery,Risk 1 (High),2018_code,53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED",37
Bakery,Risk 2 (Medium),pre_2018_code,37,TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS,36
Mobile Food,Risk 2 (Medium),2018_code,48,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS",36
Catering / Banquet,Risk 1 (High),2018_code,47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED",36
Grocery Store,Risk 3 (Low),pre_2018_code,28,* INSPECTION REPORT SUMMARY DISPLAYED AND VISIBLE TO ALL CUSTOMERS,36
Long Term Care / Health,Risk 1 (High),2018_code,52,SEWAGE & WASTE WATER PROPERLY DISPOSED,36
Catering / Banquet,Risk 1 (High),2018_code,58,ALLERGEN TRAINING AS REQUIRED,36
Catering / Banquet,Risk 1 (High),2018_code,48,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS",36
Restaurant,Risk 3 (Low),pre_2018_code,11,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED",36
Bar / Tavern / Liquor,Risk 3 (Low),2018_code,56,ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED,36
Mobile Food,Risk 2 (Medium),pre_2018_code,38,VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED,35
Bakery,Risk 1 (High),2018_code,2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE,35
School,Risk 2 (Medium),2018_code,55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN",35
Mobile Food,Risk 2 (Medium),pre_2018_code,2,FACILITIES TO MAINTAIN PROPER TEMPERATURE,35
Bakery,Risk 2 (Medium),pre_2018_code,24,"DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED",35
Grocery Store,Risk 1 (High),2018_code,29,COMPLIANCE WITH VARIANCE/SPECIALIZED PROCESS/HACCP,35
Bakery,Risk 2 (Medium),pre_2018_code,40,REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS,35
School,Risk 3 (Low),pre_2018_code,18,"NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS",34
Mobile Food,Risk 2 (Medium),2018_code,47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED",34
Grocery Store,Risk 3 (Low),pre_2018_code,27,"TOILET ROOMS ENCLOSED CLEAN, PROVIDED WITH HAND CLEANSER, SANITARY HAND DRYING DEVICES AND PROPER WASTE RECEPTACLES",34
Convenience / Gas Station,Risk 3 (Low),pre_2018_code,38,VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED,34
School,Risk 2 (Medium),pre_2018_code,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",33
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,12,"HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA",33
Catering / Banquet,Risk 1 (High),2018_code,49,NON-FOOD/FOOD CONTACT SURFACES CLEAN,33
Childcare / Daycare,Risk 1 (High),2018_code,45,SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED,33
Wholesale / Warehouse / Commissary,Risk 2 (Medium),pre_2018_code,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",33
Restaurant,Risk 3 (Low),pre_2018_code,24,"DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED",33
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,36,"LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED",33
Mobile Food,Risk 2 (Medium),2018_code,37,FOOD PROPERLY LABELED; ORIGINAL CONTAINER,33
Restaurant,Risk 3 (Low),2018_code,51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,32
Restaurant,Risk 3 (Low),pre_2018_code,2,FACILITIES TO MAINTAIN PROPER TEMPERATURE,32
Restaurant,Risk 3 (Low),2018_code,5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS,32
Restaurant,Risk 3 (Low),2018_code,10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE,32
Grocery Store,Risk 1 (High),2018_code,14,"REQUIRED RECORDS AVAILABLE: SHELLSTOCK TAGS, PARASITE DESTRUCTION",32
Grocery Store,Risk 1 (High),pre_2018_code,26,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED",32
Long Term Care / Health,Risk 1 (High),pre_2018_code,11,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED",31
Restaurant,Risk 3 (Low),pre_2018_code,16,"FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION",31
Mobile Food,Risk 3 (Low),pre_2018_code,11,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED",31
Long Term Care / Health,Risk 1 (High),2018_code,57,ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING,31
Catering / Banquet,Risk 1 (High),pre_2018_code,29,PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090,31
Mobile Food,Risk 2 (Medium),2018_code,10,ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE,31
Restaurant,Risk 3 (Low),2018_code,3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING",31
Bakery,Risk 1 (High),2018_code,41,WIPING CLOTHS: PROPERLY USED & STORED,31
Mobile Food,Risk 2 (Medium),2018_code,51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,31
Grocery Store,Risk 1 (High),2018_code,15,FOOD SEPARATED AND PROTECTED,30
Mobile Food,Risk 2 (Medium),2018_code,36,THERMOMETERS PROVIDED & ACCURATE,30
Convenience / Gas Station,Risk 3 (Low),pre_2018_code,32,"FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED",30
Convenience / Gas Station,Risk 3 (Low),pre_2018_code,35,"WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS",30
Bar / Tavern / Liquor,Risk 3 (Low),2018_code,54,GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED,30
Mobile Food,Risk 3 (Low),pre_2018_code,10,"SEWAGE AND WASTE WATER DISPOSAL, NO BACK SIPHONAGE, CROSS CONNECTION AND/OR BACK FLOW",30
Catering / Banquet,Risk 1 (High),2018_code,3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING",30
Grocery Store,Risk 3 (Low),2018_code,52,SEWAGE & WASTE WATER PROPERLY DISPOSED,30
Restaurant,Risk 2 (Medium),2018_code,21,PROPER HOT HOLDING TEMPERATURES,30
Mobile Food,Risk 2 (Medium),pre_2018_code,35,"WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS",30
Childcare / Daycare,Risk 1 (High),pre_2018_code,42,APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN,30
Long Term Care / Health,Risk 1 (High),2018_code,59,PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED,30
Restaurant,Risk 2 (Medium),pre_2018_code,27,"TOILET ROOMS ENCLOSED CLEAN, PROVIDED WITH HAND CLEANSER, SANITARY HAND DRYING DEVICES AND PROPER WASTE RECEPTACLES",30
Bar / Tavern / Liquor,Risk 3 (Low),2018_code,49,NON-FOOD/FOOD CONTACT SURFACES CLEAN,30
Childcare / Daycare,Risk 1 (High),pre_2018_code,13,"NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS",30
Grocery Store,Risk 2 (Medium),pre_2018_code,28,* INSPECTION REPORT SUMMARY DISPLAYED AND VISIBLE TO ALL CUSTOMERS,30
Restaurant,Risk 3 (Low),pre_2018_code,40,REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS,30
Restaurant,Risk 3 (Low),2018_code,53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED",29
Grocery Store,Risk 3 (Low),2018_code,60,PREVIOUS CORE VIOLATION CORRECTED,29
Childcare / Daycare,Risk 1 (High),pre_2018_code,30,"FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED",29
Convenience / Gas Station,Risk 3 (Low),pre_2018_code,41,"PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING EQUIPMENT PROPERLY STORED",29
Catering / Banquet,Risk 1 (High),2018_code,53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED",29
Grocery Store,Risk 2 (Medium),pre_2018_code,10,"SEWAGE AND WASTE WATER DISPOSAL, NO BACK SIPHONAGE, CROSS CONNECTION AND/OR BACK FLOW",29
Grocery Store,Risk 3 (Low),pre_2018_code,1,"SOURCE SOUND CONDITION, NO SPOILAGE, FOODS PROPERLY LABELED, SHELLFISH TAGS IN PLACE",29
Mobile Food,Risk 2 (Medium),pre_2018_code,24,"DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED",29
